headline;type;date;section;author;authorInfo;location;url
El español que inventó las antenas de los 'smartphones' planea otra revolución;news;01/04/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/espanol-invento-antenas-smartphones-revolucion_0_625037957.html
No, no existe 'Pokepasión', la app para cazar pokémons en las procesiones de Semana Santa;news;31/03/2017;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/pokepasion-app-semana-santa-bulo_0_628187595.html
14 elementos presentes en tu móvil que deberían preocuparte seriamente;news;30/03/2017;vida_digital;Jordi Sabaté;;;eldiario.es/consumoclaro/por_derecho/elementos-presentes-movil-preocuparnos-seriamente_0_627838032.html
Europa quiere abrir una puerta trasera en tu WhatsApp;news;29/03/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Europa-quiere-puerta-trasera-WhatsApp_0_627487812.html
Los proveedores de Internet podrán vender los datos de sus usuarios en EEUU;news;29/03/2017;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/Verizon-Comcast-ATT-usuarios-EEUU_0_627487284.html
Travis, el 'gadget' de bolsillo para hablar 80 idiomas;news;29/03/2017;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/Bon-Wiedersehen-Travis-puedes-idiomas_0_627487533.html
Jugar al Minecraft como terapia contra el autismo;news;26/03/2017;vida_digital;Carmen Bachiller;;;eldiario.es/clm/videojuego-autismo_0_625038619.html
Tres libros sobre la cara oscura de Internet;opinion;23/03/2017;vida_digital;David Sarabia;;;eldiario.es/cultura/tres_libros/libros-deep-web_6_625447455.html
El Gobierno enviará a policías a los colegios para hacer campaña contra la piratería;news;23/03/2017;vida_digital;Vanesa Rodríguez;;;eldiario.es/cultura/propiedad-intelectual/Gobierno-policias-colegios-campana-pirateria_0_625387582.html
Así se han quedado Booking y Expedia con las reservas de tus vacaciones;news;21/03/2017;vida_digital;Marta Garijo;;;eldiario.es/economia/relacion-hoteles-paginas-web_0_623287791.html
Dimite el presidente de Uber, Jeff Jones, en medio de las últimas polémicas de la compañía;news;20/03/2017;vida_digital;Economía ;;;eldiario.es/economia/presidente-Uber-enmedio-polemicas-compania_0_624337656.html
Netflix cambia las estrellas por los pulgares;news;18/03/2017;vida_digital;eldiarioes cultura,Europa Press ;;;eldiario.es/cultura/Netflix-cambia-estrellas-gusta_0_623637959.html
Smartify: el Shazam para 'cazar' obras de arte;news;17/03/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Smartify-Shazam-cazar-obras-arte_0_623287863.html
WhatsApp recula y rescata la frase de estado sin foto;news;16/03/2017;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/WhatsApp-recula-rescata-frase-foto_0_622938789.html
Una fotografía para hackearlos a todos en WhatsApp y Telegram;news;16/03/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/fotografia-hackearlos-WhatsApp-Telegram_0_622937869.html
Mensajes proturcos y esvásticas en un ataque a cientos de cuentas en Twitter;news;15/03/2017;vida_digital;eldiario.es ;;;eldiario.es/tecnologia/Mensajes-pro-turcos-esvasticas-cuentas-Twitter_0_622587828.html
¿Móvil o pistola? El algoritmo que sabe lo que te traes entre manos;news;14/03/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Movil-pistola-algoritmo-traes-manos_0_622237962.html
So.cl: autopsia de una red social a la que nadie quiso ir;news;09/03/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Socl-autopsia-social-nadie-quiso_0_620488755.html
El MIT crea el primer premio a la desobediencia civil;news;08/03/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/MIT-crea-premio-desobediencia-civil_0_620138684.html
La infanta Cristina no tiene derecho al olvido en Internet;news;06/03/2017;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/empanada-Infanta-Cristina-derecho-Internet_0_619438537.html
El negocio era vender cuentas Gmail y Yahoo a 10 euros cada una;news;06/03/2017;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/cuentas-gmail-yahoo_0_619438192.html
Las víctimas del 'smartphone';news;02/03/2017;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/victimas-smartphone_0_618038320.html
“Siempre habrá espacio para el dinero en efectivo”;news;01/03/2017;vida_digital;Marta Garijo;;;eldiario.es/economia/espacio-efectivo-reemplazan-antiguas_0_617689208.html
Un oso de peluche expone en Internet dos millones de conversaciones entre padres e hijos;news;28/02/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/peluche-Internet-millones-conversaciones-padres_0_617338646.html
Operadoras y fabricantes presentan el coche conectado como antesala del autónomo;news;27/02/2017;vida_digital;Marta Garijo;;;eldiario.es/economia/Operadoras-fabricantes-Mobile-World-Congress_0_616989059.html
Esta muñeca ha sido prohibida en Alemania por espiar a los niños;news;26/02/2017;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/muneca-prohibida-Alemania-espiar-ninos_0_615938787.html
Telefónica presenta la cuarta plataforma: el banco de datos de los usuarios;news;26/02/2017;vida_digital;Marta Garijo;;Barcelona;eldiario.es/economia/cuarta-plataforma-Telefonica_0_615939080.html
Las ocho claves para seguir el Mobile World Congress (y de paso el sector) ;news;25/02/2017;vida_digital;Marta Garijo;;;eldiario.es/economia/Mobile-World-Congress-tendencias-sector_0_615588832.html
'La La Land' para nostálgicos de los 8 bits;news;23/02/2017;vida_digital;eldiarioes cultura;;;eldiario.es/cultura/fenomenos/Land-videojuego-bits_0_615588710.html
Queridos periódicos: lo que pasa en Facebook se queda en Facebook;news;20/02/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Queridos-periodicos-pasa-Facebook-queda_0_614538880.html
Europa empieza a pensar en la 'robolución';opinion;16/02/2017;vida_digital;Andrés Ortega;;;eldiario.es/zonacritica/Europa-empieza-pensar-robolucion_6_613198700.html
La UE intenta frenar los daños colaterales de un mundo lleno de trabajadores-robot ;news;16/02/2017;vida_digital;Dani Rovirosa;;Bruselas;eldiario.es/economia/Parlamento-Europeo-plantea-llegada-robots_0_613139558.html
STGestión, o cómo plagiar un software y ponerse las medallas;news;15/02/2017;vida_digital;Efe;;;eldiario.es/eldiarioex/tecnologia/Denuncian-extremeno-STGestion-atribuirse-software_0_612789792.html
Siete consejos para cruzar EEUU sin perder del todo tu intimidad;news;13/02/2017;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/Consejos-cruzar-EEUU-perder-intimidad_0_612089487.html
La nueva orden de ciberseguridad de Trump es un tocho de 2.200 palabras;news;10/02/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/orden-ciberseguridad-Trump-tocho-palabras_0_611039082.html
¿Cómo te espía tu nuevo televisor?;news;09/02/2017;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/tele-vigila-dale-vuelta_0_610689732.html
Twitter esconderá automáticamente a los trols;news;08/02/2017;vida_digital;Vanesa Rodríguez;;;eldiario.es/tecnologia/Twitter-implantara-medidas-luchar-abuso_0_609990119.html
La UE obliga a eliminar las fronteras geográficas a Netflix y Spotify;news;07/02/2017;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/UE-acuerdo-acceder-servicios-Netflix_0_609990090.html
El canon de AEDE no ataca de nuevo;news;07/02/2017;vida_digital;Marta Peirano;;;eldiario.es/cultura/propiedad-intelectual/Canon-AEDE-ataca-nuevo_0_609990000.html
Los tres graves problemas del borrador del canon digital;news;02/02/2017;vida_digital;Marta Peirano;;;eldiario.es/cultura/propiedad-intelectual/novedades-nuevo-canon-digital_0_608239987.html
Google deja sin Internet a los hospitales británicos al pensar que estaban siendo hackeados;news;02/02/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Google-Internet-hospitales-britanicos-hackeados_0_608239485.html
La inteligencia artificial también funde a los seres humanos en el póker;news;31/01/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Maquinas-Humanos-inteligencia-artificial-poker_0_607540125.html
Libros que te leen: los epub de Amazon, Apple y Google no son seguros;news;27/01/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Libros-Amazon-Apple-Google-seguros_0_606139662.html
Cosas que Donald Trump no podrá hacer con su nuevo teléfono;news;23/01/2017;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/Donald-Trump-nuevo-telefono_0_604740007.html
WhatsApp, Telegram, Signal: así es la seguridad de los sistemas de mensajería;news;22/01/2017;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/Messenger-Danger_0_603340331.html
"La vida sin WhatsApp: ""Quieren reconectarse con el mundo""";news;21/01/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/minimo-precio-whatsapp-privacidad_0_603339858.html
El FBI deja en libertad a un pedófilo para garantizar sus hackeos del futuro;news;20/01/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/FBI-libertad-pedofilo-garantizar-hackeos_0_603690075.html
Cómo hackear las elecciones presidenciales de los EEUU en tres cómodos pasos;news;18/01/2017;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/Trump-hackear-elecciones-presidenciales_0_602640582.html
Llega el troyano Spora: así funciona el nuevo secuestro exprés en el ordenador;news;16/01/2017;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/troyano-Spora-ransomware-secuestro-ordenador_0_602290416.html
Por qué es tan difícil que una máquina juegue al póker bien (y encima gane);news;15/01/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/dificil-maquina-juegue-poker-encima_0_600890225.html
Los robots impulsan la renta básica;news;15/01/2017;vida_digital;Ana Requena Aguilar;;;eldiario.es/economia/robots-impulsan-renta-basica_0_600190146.html
Si vas a usar autocompletar en Chrome, no pongas el número de tu tarjeta de crédito;news;11/01/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/autocompletar-Chrome-numero-tarjeta-credito_0_600540362.html
Movistar+ culpa de la aparición de un subtítulo pirata a un proveedor;news;11/01/2017;vida_digital;eldiarioes cultura;;;eldiario.es/cultura/series/llegaron-subtitulos-descargados-internet-Movistar_0_600540677.html
El Internet de las Cosas que viene no es seguro (y tal vez nunca lo será);news;10/01/2017;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Internet-Cosas-viene-seguro-vez_0_600190369.html
Moda antivigilancia para trolear a los sistemas de reconocimiento facial;news;09/01/2017;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/trolear-sistemas-reconocimiento-efectividad-probada_0_599840235.html
Cómo robarle el vuelo a otro usando sólo una foto de su billete de avión;news;05/01/2017;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/hackear-vuelo-usando-billete-avion_0_598440391.html
Las nuevas aplicaciones de banca móvil tienen nuevos (y graves) problemas de seguridad;news;04/01/2017;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/congreso-hackers-destruiran-confianza-infraestructuras_0_597390801.html
Descubre el congreso de hackers que destruirá tu fe en las infraestructuras que usas cada día;news;04/01/2017;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/Bienvenido-congreso-destruiran-confianza-infraestructuras_0_598090759.html
¡Arrepentíos! Telegram ya permite borrar los mensajes enviados;news;04/01/2017;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/Telegram-permite-borrar-mensajes-enviados_0_598090422.html
Estas son las tecnologías que cambiarán tu vida en 2017;news;02/01/2017;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/tecnologias-cambiaran-vida_0_597390663.html
El Bitcoin supera la barrera de los 1.000 dólares por primera vez desde 2013;news;02/01/2017;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/Bitcoin-supera-dolares-primera-vez_0_597390519.html
'Lo and Behold': Internet no cabe en un documental;news;28/12/2016;vida_digital;David Sarabia;;;eldiario.es/cultura/cine/and-Behold-Internet-documental_0_595640947.html
La Organización para la Seguridad en Europa, víctima de un ciberataque;news;28/12/2016;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/OSCE-reconoce-victima-ciberataque_0_595640934.html
¿Repartir pizza con drones? El coste hace inviable su uso comercial en España;news;23/12/2016;vida_digital;María Trapiello;;;eldiario.es/economia/dificultades-Amazon-reparto-domicilio-drones_0_591441101.html
Vuelve el canon digital;news;15/12/2016;vida_digital;Marta Peirano;;;eldiario.es/cultura/propiedad-intelectual/Vuelve-canon-digital_0_591091879.html
La inteligencia artificial también tiene prejuicios y aquí van cinco de ellos;news;12/12/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/prejuicios-inteligencia-artificial-vienen-fuentes_0_590041276.html
El FBI ya tiene plenos poderes para hackear dispositivos;news;01/12/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/FBI-plenos-poderes-hackear-dispositivos_0_586191726.html
Signal ya no es seguro (y puede que nunca lo fuera);news;30/11/2016;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/Signal-seguro-sigue-mejor-WhatsApp_0_585842404.html
La inteligencia artificial de Google logra predecir la ceguera;news;30/11/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Google-AI-blinds_0_585841781.html
La Justicia europea, más cerca de definir qué tipo de empresa es Uber y si su negocio es legal;news;29/11/2016;vida_digital;Marta Garijo,Dani Rovirosa;;Madrid / Bruselas;eldiario.es/economia/justicia-europea-sentencia-Uber-transporte_0_585491775.html
En un mundo de redes sociales, las 'newsletters' se niegan a morir;news;29/11/2016;vida_digital;Manu Contreras;;;eldiario.es/tecnologia/redes-sociales-newsletters-niegan-morir_0_584092257.html
Herramientas online para que no te timen en el Black Friday;news;23/11/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/black-friday-online-herramientas_0_583391920.html
Internet.org ya se estrelló antes que el cohete de Mark Zuckerberg;news;22/11/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/accidente-Facebook-grave-Zuckerberg-conto_0_583042057.html
Ocho aplicaciones para no perder la fe en la tecnología;news;18/11/2016;vida_digital;Javier Téllez;;Lisboa;eldiario.es/tecnologia/start-ups-perder-fe-tecnologia_0_580242371.html
"""La 'robolución' es irreversible e indispensable""";news;17/11/2016;vida_digital;Francesc Miró;;;eldiario.es/tecnologia/robots-Inteligencia_Artificial-Ortega_0_581292026.html
Las 9 noticias falsas más locas de la campaña electoral en EEUU;news;16/11/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/noticias-locas-campana-electoral-EEUU_0_580942101.html
WhatsApp deja de compartir datos con Facebook;news;16/11/2016;vida_digital;eldiarioes cultura;;;eldiario.es/cultura/WhatsApp-compartira-datos-Facebook_0_580942675.html
Tiembla, Netflix: lo que sabemos de la inminente llegada de HBO España;news;16/11/2016;vida_digital;eldiarioes cultura;;;eldiario.es/cultura/series/HBO-Espana_0_580942227.html
La suplantación en Twitter no sale tan cara como parece;news;13/11/2016;vida_digital;Joaquín Pi Yagüe;;;eldiario.es/tecnologia/Twitter-suplantacion-perfiles_falsos-Guindos_0_578843127.html
Las telecos apuestan por los paquetes premium y dejan las tarifas baratas para sus marcas ‘low cost’ ;news;12/11/2016;vida_digital;Marta Garijo;;;eldiario.es/economia/apuestan-paquetes-premium-tarifas-baratas_0_579192878.html
El nuevo ministerio de Agenda Digital, en el punto de mira de Airbnb y Uber;news;12/11/2016;vida_digital;Marta Garijo;;;eldiario.es/economia/Gobierno-Airbnb-Uber_0_579192258.html
El Supremo anula el canon digital de 2012 que tumbó el Tribunal de Justicia Europeo;news;11/11/2016;vida_digital;eldiarioes cultura;;;eldiario.es/cultura/Supremo-canon-digital-invalido-Luxemburgo_0_579192215.html
¿Qué datos consideramos más privados?;news;10/11/2016;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/privacidad-datos_0_578842846.html
Google es una máquina jugando a 'Starcraft II';news;07/11/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Google-maquina-jugando-Starcraft-II_0_577792437.html
'Sorpasso' mundial del móvil al ordenador para navegar por internet;news;03/11/2016;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/web-consulta-movil-tablet-PC_0_576042720.html
Smach Z, la primera consola española saca los juegos de PC fuera de casa;news;02/11/2016;vida_digital;David Sarabia;;;eldiario.es/cultura/videojuegos/Smach-primera-consola-espanola-PC_0_576042797.html
Bizum, TwypCash y las 'wallets': guía práctica para saber para qué sirve cada app de pago con el móvil;news;29/10/2016;vida_digital;Marta Garijo;;;eldiario.es/economia/Bizum-TwypCash-wallets-practica-sirve_0_571843034.html
Twitter cierra Vine;news;27/10/2016;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/twitter-cierra-vine_0_573943648.html
La realidad ya le hizo un 'spoiler' a 'Black Mirror';news;26/10/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/realidad-hizo-spoiler-Black-Mirror_0_573593002.html
Así es zambullirse con casco en la realidad virtual de PlayStation;news;25/10/2016;vida_digital;David Sarabia;;;eldiario.es/cultura/videojuegos/videojuegos-futuro-PlayStation-VR-compro_0_573242997.html
Un ejército de dispositivos zombis, listo para destruir Internet;news;24/10/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Millones-dispositivos-planean-destruir-Internet_0_572892955.html
Tecnologías que dan más miedo que un capítulo de 'Black Mirror';news;23/10/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Tecnologias-miedo-capitulo-Black-Mirror_0_571843283.html
Twitter, Netflix y Spotify, caídos durante horas por un ciberataque masivo;news;21/10/2016;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/twitter-caido_0_571843681.html
La batalla contra el cibercrimen se libra en León;news;19/10/2016;vida_digital;David Sarabia;;León;eldiario.es/tecnologia/batalla-cibercrimen-libra-Leon_0_571143013.html
Lo que 'Snowden' no cuenta sobre cómo EEUU vigiló nuestro Facebook;news;18/10/2016;vida_digital;Mónica Zas Marcos;;;eldiario.es/tecnologia/programas-Snowden-EEUU-cotilleaba-Facebook_0_570443152.html
WikiLeaks denuncia que Ecuador ha cortado internet a Assange ;news;18/10/2016;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/Wikileaks-denuncia-Ecuador-Internet-Assange_0_570793144.html
El creador del iPhone de la bellota lo intentó antes con Aliexpress;news;17/10/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/creador-iPhone-bellota-intento-Aliexpress_0_570443339.html
Así encontró la Comunidad de Madrid a los dos conductores de BlaBlaCar que ha multado ;news;17/10/2016;vida_digital;Marta Garijo;;;eldiario.es/economia/Madrid-sanciones-BlaBlaCar_0_570443564.html
Facebook tiene un problema con las tetas;news;13/10/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Facebook-censura-mamografia-casos_0_569043544.html
Balance de la ley de crowdfunding en España: la burocracia de la CNMV atasca el sector;news;13/10/2016;vida_digital;Marta Garijo;;;eldiario.es/economia/Balance-crowdfunding-plataformas-autorizadas-registradas_0_568343536.html
La extorsión ya es el principal problema de seguridad informática en la UE;news;11/10/2016;vida_digital;Joaquín Pi Yagüe;;;eldiario.es/tecnologia/cryptoware-ransomware-malware-virus_0_566594381.html
Esto es lo que tienes que saber si vas a invertir en Housers o en otras plataformas de 'crowdfunding';news;11/10/2016;vida_digital;Marta Garijo;;;eldiario.es/economia/saber-invertir-Housers-plataformas-crowdfunding_0_568343466.html
¿Por qué se quema el Samsung Galaxy Note 7?;news;10/10/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/quema-Samsung-Galaxy-Note_0_567993431.html
Cómo dejar a Yahoo y no morir en el intento;news;09/10/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/dejar-Yahoo-morir-intento_0_566593677.html
“La UE tiene que abrir todos los datos públicos desde el principio de los tiempos”;news;08/10/2016;vida_digital;Silvia Font;;;eldiario.es/tecnologia/datos_abiertos-Union_Europea-IODC16_0_566944279.html
"""¿Ha hecho Uber cosas mal? Sí, pero también ha hecho otras excelentes""";news;07/10/2016;vida_digital;Marta Garijo;;;eldiario.es/economia/Uber-futuro-economia-colaborativa-impuestos_0_566943913.html
Protección de Datos investiga el intercambio de información entre Whatsapp y Facebook;news;05/10/2016;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/whatsapp-facebook-proteccion_de_datos_0_566244039.html
Jugar con Google AdWords casi le cuesta 100.000 euros a un niño;news;04/10/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Jugar-Google-AdWords-cuesta-euros_0_565893612.html
El USB-C amenaza de muerte al jack;news;28/09/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Adios-jack_0_563793958.html
Historia de un atracón o de cómo nos atrapó el Demogorgon;news;26/09/2016;vida_digital;Mónica Zas Marcos;;;eldiario.es/cultura/series/Netflix_0_563093807.html
Snapchat, el cristal donde se miran todos los demás;news;26/09/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/quieren-Snapchat_0_563093882.html
La Fiscalía recurre la absolución de los acusados del 'caso Anonymous';news;26/09/2016;vida_digital;Joaquín Pi Yagüe;;;eldiario.es/tecnologia/Anonymous-sentencia-apelacion_0_563094025.html
De series a manualidades: el monstruo de las mil cabezas de Amazon;news;22/09/2016;vida_digital;David Sarabia,Mónica Zas Marcos;;;eldiario.es/tecnologia/Primero-libros-luego-Etsy_0_561694320.html
Google Allo 'se pasa de listo' con la privacidad;news;21/09/2016;vida_digital;Vanesa Rodríguez;;;eldiario.es/tecnologia/Google-Allo-privacidad_0_561344322.html
Google lanza Allo para que digas sayonara a WhatsApp;news;21/09/2016;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/Google-Allo-WhatsApp_0_561344024.html
¿Qué prejuicios tienen los robots sin prejuicios?;news;19/09/2016;vida_digital;Mónica Zas Marcos;;;eldiario.es/tecnologia/Inteligencia-Artificial-juez-objetivo_0_559594444.html
9 herramientas que usan en 'Mr. Robot' y que existen en la vida real;news;13/09/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/Wickr-utilizan-Mr-Robot_0_558194394.html
Telefónica quiere ayudarte a vender tus datos personales, pero quizá no valen tanto como piensas;news;11/09/2016;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/Telefonica-quiere-entrar-negocio-datos_0_556794681.html
Facebook rectifica y permitirá compartir la icónica foto de la 'niña del napalm';news;09/09/2016;vida_digital;eldiarioes cultura;;;eldiario.es/tecnologia/Facebook-borra-nina-napalm-desnuda_0_557144486.html
La NSA alemana se saltó 18 leyes para espiar a sus propios ciudadanos;news;07/09/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/NSA-alemana-espiar-propios-ciudadanos_0_556444666.html
Un tuit tiene mucho más de 140 caracteres;news;31/08/2016;vida_digital;Marta Peirano;;;eldiario.es/tecnologia/tuit-vale-caracteres_0_553645267.html
WhatsApp entrega sus usuarios a Facebook ;news;30/08/2016;vida_digital;David Sarabia;;;eldiario.es/tecnologia/WhatsApp-conllevan-privacidad-Facebook-viceversa_0_553294929.html
'La sombra del pasado', el arte como redención vestido de culebrón nazi;news;06/04/2019;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/cine/sombra-pasado-culebron-desmemoria-nazismo_0_885411653.html
'Cementerio de animales': terror adulto sobrio, inquietante y algo pasteurizado;news;05/04/2019;creacion_cultural;Ignasi Franch;;;eldiario.es/cultura/cine/Cementerio-animales-sobrio-inquietante-pasteurizado_0_885062066.html
'Fungus', la respuesta de izquierdas a 'Juego de Tronos' viene de los Pirineos;news;04/04/2019;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/libros/Fungus-Juego-Tronos-izquierdas-fantastico_0_884711806.html
Muere el cantautor argentino Alberto Cortez a los 79 años;news;04/04/2019;creacion_cultural;eldiarioes cultura;;;eldiario.es/cultura/Fallece-cantautor-Alberto-Cortez-Madrid_0_885062257.html
El mayor peligro para los fotógrafos submarinos no es el tiburón, ahora es el plástico;news;03/04/2019;creacion_cultural;José Antonio Luna;;;eldiario.es/cultura/arte/Fotografia-submarina-inmersion-majestuosidad-tiburones_0_884712245.html
"Ramón Lobo: ""Los periodistas estamos en una burbuja y tan fuera de la realidad como los políticos""";news;03/04/2019;creacion_cultural;Miguel Ángel Villena;;;eldiario.es/cultura/libros/Ramon-Lobo-periodistas-realidad-politicos_0_884012237.html
El director español del que probablemente no hayas oído hablar y que arrasa en China;news;02/04/2019;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/cine/oriol-paulo-director-espanol-triunfa-China_0_884361802.html
Billie Eilish: la Katy Perry oscura para adolescentes atormentados ;news;01/04/2019;creacion_cultural;Luis J. Menéndez;;;eldiario.es/cultura/musica/Billie-Eilish-goticismo-pop-Generacion_0_883661997.html
Sánchez Ferlosio, el escritor irreverente que se cansó de las novelas y se pasó al ensayo crítico con el poder;news;01/04/2019;creacion_cultural;Miguel Ángel Villena;;;eldiario.es/cultura/libros/escritor-irreverente-canso-novelas-ensayo_0_884012316.html
Los vanguardistas juguetes soviéticos, diseños libres en tiempos de estalinismo;news;31/03/2019;creacion_cultural;Aldo Mas;;Berlín;eldiario.es/cultura/arte/juguetes-sovieticos-entran-museo_0_882262429.html
20 años de 'Matrix': cuando muchos pensábamos que no era necesario tomar la pastilla roja;news;30/03/2019;creacion_cultural;Ignasi Franch;;;eldiario.es/cultura/cine/Matrix-aniversario_0_882962378.html
Tim Burton se pasa de maquillaje con su 'remake' de 'Dumbo';news;30/03/2019;creacion_cultural;Mónica Zas Marcos;;;eldiario.es/cultura/cine/Tim-Burton-maquillaje-remake-Dumbo_0_882962611.html
A favor y en contra del vuelo reguetonero de Rosalía;news;29/03/2019;creacion_cultural;José Antonio Luna,Mónica Zas Marcos;;;eldiario.es/cultura/musica/favor-contra-Rosalia-altura-regueton_0_882962149.html
'Nación salvaje', las nietas de las brujas de Salem plantan cara al machismo;news;29/03/2019;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/cine/Nacion-salvaje-pudieron-deciden-machismo_0_882961949.html
El libro que reivindica el placer de comer frente al esnobismo 'foodie' y la 'gastroestupidez';news;28/03/2019;creacion_cultural;Carmen López;;;eldiario.es/cultura/libros/gastronomia-esnobismo-foodie_0_879812798.html
"Ismael Serrano: ""La derecha tiende a sobreactuar cuando pierde el poder, es algo recurrente en la historia de España""";news;27/03/2019;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/musica/izquierda-reflexionar-feminismo-canalizando-proyecciones_0_882261974.html
"¿Quién quiere quemar un libro? Lecciones del incendio con un millón de ""pérdidas"" del que nadie habló";news;27/03/2019;creacion_cultural;Mónica Zas Marcos;;;eldiario.es/cultura/libros/quiere-quemar-Lecciones-incendio-perdidas_0_881912792.html
El fichaje de Spielberg por Apple TV+, último ejemplo de un cambio imparable;news;26/03/2019;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/cine/significa-fichaje-Spielberg-Apple-TV_0_881912009.html
"Antonio Muñoz Molina: ""La izquierda española siempre fue muy despectiva con el ecologismo, que consideraba burgués""";news;26/03/2019;creacion_cultural;Miguel Ángel Villena;;;eldiario.es/cultura/libros/Antonio-Munoz-Molina-despectiva-ecologismo_0_881912115.html
"""Provoqué la muerte porque creo en la vida"": el doctor condenado por eutanasia se somete a juicio en el teatro";news;25/03/2019;creacion_cultural;José Antonio Luna;;;eldiario.es/cultura/teatro/Provoque-muerte-doctor-condenado-eutanasia_0_881562608.html
Leiva, el espejo de un rock español a la deriva;news;25/03/2019;creacion_cultural;Luis J. Menéndez;;;eldiario.es/cultura/musica/Leiva-nuclear-nuevo-disco_0_881212265.html
'Descender', epopeya en una galaxia no tan lejana para redescubrir nuestra empatía;news;25/03/2019;creacion_cultural;Francesc Miró;;;eldiario.es/cultura/comics/Descender-epopeya-galaxia-redescubrir-empatia_0_877362614.html
"Del ""chumino rebelde"" a Cristo fumando porros: las 9 cruzadas de los Abogados Cristianos contra los artistas";news;24/03/2019;creacion_cultural;Paula Corroto;;;eldiario.es/cultura/arte/cruzadas-abogados-cristianos-artistas-chumino_0_880512237.html
